dec_long_va	dec_lat_va	GW_Level_NAVD	Well_ID	WellDepth_BLS	WellDepth_NAVD	GWL_Shallow	GWL_Middle	GWL_Deep
-95.7042361	30.25965556	48.5897	301534095421501.0	103.0	-25.3	39.9	29.4	18.9
-95.5047222	30.42027778	44.20975	302511095300001.0	102.4	12.3	32.8	22.3	11.8
-95.1883333	29.02833333	-1.8898	290142095111801.0	102.1	-100.6	-5.3	-15.8	-26.3
-95.4380556	29.05555556	-22.55065	290320095261701.0	102.1	-96.6	-26.3	-36.8	-47.3
-95.4255556	29.0161111	-21.5661	290100095253201.0	101.2	-98.2	-25.2	-35.7	-46.2
-95.4413889	29.03305556	-27.65295	290159095262701.0	101.2	-97.2	-31.3	-41.8	-52.3
-95.8513889	30.0297222	31.8059	300146095510402.0	101.2	-32.9	23.6	13.1	2.6
-95.0305556	29.75777778	-22.1955	294527095014905.0	98.8	-91.4	-26.3	-36.8	-47.3
-95.7705278	29.97817778	8.7356	295841095461301.0	98.8	-48.8	1.7	-8.8	-19.3
-95.3172222	30.21944444	19.441650000000003	301310095190201.0	97.5	-55.4	12.8	2.3	-8.2
-95.3822222	29.60277778	-28.511	293610095225601.0	96.0	-79.9	-33.4	-43.9	-54.4
-95.7427778	29.62527778	-1.236	293730095443301.0	95.7	-70.2	-6.8	-17.3	-27.8
-95.1569444	29.7675	-26.0848	294602095092405.0	94.5	-87.1	-30.5	-41.0	-51.5
-95.90955	30.16316667	2.85595	300947095543401.0		94.5	-14.3	-24.8	-35.3
-95.5958333	30.00194444	-1.268	300007095354701.0	93.0	-50.5	-8.2	-18.7	-29.2
-95.8033333	29.58527778	8.638	293506095481101.0	93.0	-66.0	2.8	-7.7	-18.2
-95.3477778	29.22916667	-1.69165	291344095205101.0	92.7	-85.4	-6.2	-16.7	-27.2
-96.0030556	29.52083333	18.4374	293114096001001.0	92.7	-57.6	12.0	1.5	-9.0
-94.8952778	29.41638889	-7.1902	292458094534202.0	92.0	-90.4	-11.4	-21.9	-32.4
-95.7447222	30.0797222	31.0896	300447095444101.0	92.0	-20.8	22.0	11.5	1.0
-95.0213889	29.5647222	-16.8676	293352095011605.0	91.4	-89.0	-21.1	-31.6	-42.1
-95.2897222	28.9486111	-11.87505	285655095172302.0	91.4	-89.9	-16.1	-26.6	-37.1
-95.3055556	30.1111111	5.6906	300640095182001.0	91.4	-59.5	-0.6	-11.1	-21.6
-95.4144444	30.11305556	-11.8674	300647095245201.0	91.4	-58.9	-18.2	-28.7	-39.2
-95.3338889	29.79138889	-26.7401	294728095200105.0	90.8	-76.8	-31.9	-42.4	-52.9
-95.7419444	30.1161111	35.98775	300658095443101.0	90.8	-21.5	27.0	16.5	6.0
-96.0363889	30.2461111	34.9484	301445096020901.0	89.3	-8.6	25.1	14.6	4.1
-95.9316667	29.60194444	18.6141	293606095555301.0	89.0	-55.1	12.0	1.5	-9.0
-94.9641667	30.40833333	25.8074	302429094575101.0	87.5	-38.6	18.0	7.5	-3.0
-95.2827778	30.1225	-12.6568	300720095165701.0	86.9	-53.8	-19.4	-29.9	-40.4
-95.5944444	30.1286111	29.2745	300743095354001.0	85.3	-36.1	21.3	10.8	0.3
-95.5758333	30.23277778	37.5178	301358095343301.0	82.3	-17.4	28.2	17.7	7.2
-96.0058333	29.5022222	18.27125	293007096002001.0	82.3	-48.3	11.2	0.7	-9.8
-95.8277778	30.255	65.4223	301518095494001.0	81.4	11.3	54.1	43.6	33.1
-95.9822778	30.0707222	9.5677	300414095585601.0		81.3	-6.6	-17.1	-27.6
-95.4316667	30.20416667	19.187150000000003	301215095255401.0	80.8	-43.3	11.7	1.2	-9.3
-95.4836111	30.33027778	46.2976	301948095290002.0	79.6	-6.8	36.3	25.8	15.3
-95.3561111	28.9625	-6.1158	285744095212102.0	78.6	-77.1	-11.2	-21.7	-32.2
-95.08	29.74277778	-12.9921	294433095044701.0	78.0	-72.4	-18.4	-28.9	-39.4
-95.4327778	30.20944444	21.5707	301234095255802.0	78.0	-39.6	13.8	3.3	-7.2
-95.4513889	29.7275	-30.4678	294338095270405.0	77.1	-60.1	-36.8	-47.3	-57.8
-95.7197222	30.04408333	18.0213	300239095431101.0	76.2	-19.6	8.9	-1.6	-12.1
-95.3644444	28.94888889	-7.2893	285654095215101.0	75.9	-74.4	-12.6	-23.1	-33.6
-95.4630556	30.14	1.1643	300824095274701.0	75.0	-33.6	-7.0	-17.5	-28.0
-95.695	30.4025	30.131	302409095414201.0		73.9	14.5	4.0	-6.5
-95.8191667	29.80277778	1.9934	294807095484901.0	73.2	-28.4	-6.5	-17.0	-27.5
-95.5866667	29.79083333	-19.06675	294726095351104.0	72.2	-44.8	-26.4	-36.9	-47.4
-96.0819444	30.09527778	25.7434	300542096045402.0		72.0	10.2	-0.3	-10.8
-95.3402778	29.2275	2.49635	291338095202401.0	71.6	-65.4	-3.4	-13.9	-24.4
-95.3247222	28.9997222	-8.55575	290000095192602.0	70.7	-69.2	-14.2	-24.7	-35.2
-95.7027778	29.0372222	1.42185	290214095421101.0	68.9	-58.5	-5.0	-15.5	-26.0
-95.4163889	30.08277778	16.7213	300457095245801.0	68.6	-31.8	8.4	-2.1	-12.6
-95.3616667	28.92694444	-6.7239	285537095214001.0	68.3	-66.8	-12.5	-23.0	-33.5
-95.6605556	30.19416667	44.0832	301139095393801.0	67.1	-6.0	34.0	23.5	13.0
-95.4013889	29.03694444	-4.3891	290213095240501.0	64.6	-59.8	-10.7	-21.2	-31.7
-94.8952778	29.41638889	-4.49125	292458094534201.0	64.0	-62.4	-10.6	-21.1	-31.6
-95.1402778	30.6411111	39.7474	303826095082401.0	64.0	-23.1	30.9	20.4	9.9
-95.1569444	29.7675	-25.037750000000003	294602095092403.0	64.0	-56.6	-31.6	-42.1	-52.6
-95.1647222	30.69305556	35.5656	304207095103001.0	64.0	-18.8	26.4	15.9	5.4
-95.2480556	30.32527778	39.28875	301931095145301.0	64.0	-8.4	29.4	18.9	8.4
-95.7030556	30.165	47.19370000000001	300954095421101.0	64.0	11.0	35.9	25.4	14.9
-95.7766667	30.12138889	44.4017	300717095463601.0	62.2	-0.7	34.0	23.5	13.0
-95.1430556	29.91388889	-9.24305	295449095083401.0	59.7	-44.4	-16.6	-27.1	-37.6
-95.7011111	29.0375	-0.30785	290215095420301.0	59.1	-48.7	-7.4	-17.9	-28.4
-95.7005556	29.03805556	-0.8519000000000001	290216095420102.0	57.3	-47.4	-8.0	-18.5	-29.0
-95.4997222	30.0872222	31.63825	300514095295901.0	54.9	-11.5	21.9	11.4	0.9
-95.0305556	29.75777778	-14.8529	294527095014903.0	51.8	-44.5	-22.2	-32.7	-43.2
-95.4333333	30.08416667	16.604	300503095260001.0	51.8	-13.4	7.0	-3.5	-14.0
-94.8105833	29.84596667	-0.05335	295045094483801.0	50.6	-41.0	-7.7	-18.2	-28.7
-95.5769444	30.15416667	29.2456	300915095343701.0	50.0	-7.2	19.2	8.7	-1.8
-95.5769444	30.25138889	38.0817	301505095343702.0	49.1	1.6	27.5	17.0	6.5
-95.0213889	29.5647222	-1.99795	293352095011604.0	45.7	-43.3	-9.5	-20.0	-30.5
-95.6877778	29.06305556	3.8588	290346095411301.0	45.7	-39.4	-3.9	-14.4	-24.9
-94.635	29.8322222	4.93315	294957094380801.0	42.1	-33.8	-3.2	-13.7	-24.2
-95.2499611	29.6609361	4.1758	293939095145922.0	41.5	-31.8	-4.1	-14.6	-25.1
-95.08	29.74277778	1.8562	294433095044702.0	39.0	-33.4	-6.3	-16.8	-27.3
-95.4513889	30.22916667	-58.5536	301345095270501.0		38.3	-71.7	-82.2	-92.7
-95.6313333	29.7906111	22.6436	294726095375300.0		37.0	9.6	-0.9	-11.4
-95.6533333	29.79083333	26.0406	294727095391200.0		36.9	13.0	2.5	-8.0
-95.6366667	30.28638889	73.1779	301711095381201.0	36.6	46.0	59.5	49.0	38.5
-95.6994444	29.8	0.701	294800095415801.0	36.1	-4.1	-9.5	-20.0	-30.5
-95.7080556	30.4436111	68.833	302636095422801.0	36.0	37.2	55.7	45.2	34.7
-95.2394444	30.14194444	-9.4701	300831095142101.0		35.0	-22.4	-32.9	-43.4
-95.2501917	29.65988889	4.4196	293935095150001.0	34.7	-21.2	-4.6	-15.1	-25.6
-95.6475278	29.78116667	22.7381	294652095385100.0		34.4	9.8	-0.7	-11.2
-95.6465556	29.76408333	20.6014	294551095384800.0		34.1	7.7	-2.8	-13.3
-95.0305556	29.75777778	1.1445	294527095014902.0	33.5	-26.2	-7.5	-18.0	-28.5
-95.3908333	30.12444444	-86.3316	300728095232701.0		33.5	-99.2	-109.7	-120.2
-95.4836111	30.33	57.1012	301948095290003.0	33.4	40.2	43.8	33.3	22.8
-95.6236111	29.79083333	20.4871	294727095372501.0		32.9	7.7	-2.8	-13.3
-95.2494944	29.65970833	3.9929	293934095145824.0	32.8	-23.1	-4.9	-15.4	-25.9
-95.2500944	29.65836667	3.6576	293930095150023.0	32.5	-22.8	-5.2	-15.7	-26.2
-95.6466944	29.7728611	23.58545	294622095384800.0		32.0	10.8	0.3	-10.2
-95.2511583	29.6597361	3.6576	293935095150425.0	31.9	-22.1	-5.3	-15.8	-26.3
-95.6533056	29.79052778	25.8684	294726095391200.0		30.7	13.2	2.7	-7.8
-95.1591667	29.71055556	5.1755	294237095093203.0	30.5	-22.0	-3.8	-14.3	-24.8
-95.6441667	29.79083333	24.4541	294727095383901.0	30.5	0.0	14.0	3.5	-7.0
-95.6160556	29.79033333	21.7414	294725095365800.0		29.7	9.2	-1.3	-11.8
-95.6472778	29.7813611	22.863	294653095385000.0		28.7	10.4	-0.1	-10.6
-95.6008611	29.79019444	21.35125	294725095360300.0		28.3	8.9	-1.6	-12.1
-95.6160833	29.7901222	21.7383	294724095365800.0		28.2	9.3	-1.2	-11.7
-95.6461944	29.76405556	20.6898	294551095384600.0		27.9	8.2	-2.3	-12.8
-95.6064167	29.79013889	22.01115	294724095362300.0		27.6	9.6	-0.9	-11.4
-95.60725	29.79013889	21.2628	294724095362600.0		27.5	8.8	-1.7	-12.2
-95.08	29.74277778	1.8776	294433095044703.0	26.2	-20.6	-7.2	-17.7	-28.2
-95.6463056	29.77280556	21.5585	294622095384700.0		26.2	9.2	-1.3	-11.8
-95.6236111	29.79027778	18.1036	294725095372501.0		25.6	5.8	-4.7	-15.2
-95.4880556	30.05916667	16.8158	300333095291701.0	25.5	14.1	5.3	-5.2	-15.7
-95.7080556	30.4436111	68.8391	302636095422802.0	25.3	47.9	55.0	44.5	34.0
-95.4836111	30.33027778	56.324	301948095290004.0	24.4	48.4	42.4	31.9	21.4
-95.6441667	29.79055556	24.5349	294726095383901.0	23.9	12.7	13.1	2.6	-7.9
-95.5080556	30.16888889	41.3949	301008095302902.0	22.3	28.3	28.9	18.4	7.9
-95.5222222	30.0122222	17.91	300044095312001.0	20.2	14.1	6.4	-4.1	-14.6
-95.2741667	29.70194444	5.43305	294206095162602.0	19.5	-10.0	-4.4	-14.9	-25.4
-95.0305556	29.75777778	4.6177	294527095014913.0	18.3	-10.9	-5.1	-15.6	-26.1
-95.7080556	30.4436111	68.772	302636095422803.0	18.3	54.9	54.4	43.9	33.4
-95.3338889	30.03194444	9.9913	300155095200201.0	16.3	4.6	-0.8	-11.3	-21.8
-95.5152778	30.20555556	48.43275	301220095305503.0	16.3	42.7	34.9	24.4	13.9
-95.6908333	29.7825	20.4186	294657095412701.0	16.3	16.3	8.8	-1.7	-12.2
-95.6464444	29.76980556	20.91385	294611095384703.0	16.2	14.8	9.4	-1.1	-11.6
-95.7575	29.80194444	33.8877	294807095452701.0	16.2	23.7	21.7	11.2	0.7
-95.5866667	29.79083333	23.7805	294726095351101.0	14.9	12.5	12.4	1.9	-8.6
-95.7167306	30.5753611	97.6122	303431095430003.0	14.9	89.9	80.8	70.3	59.8
-95.3671889	30.67030556	115.5802	304013095220101.0	14.8	110.2	97.4	86.9	76.4
-95.4538889	30.1561111	36.5455	300922095271401.0	14.6	28.1	24.1	13.6	3.1
-95.6008889	29.79063889	24.0365	294726095360300.0	14.2	20.3	12.1	1.6	-8.9
-95.6047222	29.95388889	33.2476	295714095361701.0	14.2	25.8	20.9	10.4	-0.1
-95.6064167	29.7906111	24.03195	294726095362300.0	14.0	20.6	12.1	1.6	-8.9
-95.6455278	29.79077778	25.124650000000003	294726095384400.0	13.8	22.9	13.0	2.5	-8.0
-95.6869444	29.88027778	31.6748	295249095411301.0	13.3	25.5	19.4	8.9	-1.6
-95.5644444	29.9425	32.9367	295633095335201.0	12.5	25.1	20.7	10.2	-0.3
-95.7347222	29.7722222	27.1516	294620095440501.0	12.5	23.0	15.0	4.5	-6.0
-95.3905556	30.06416667	25.242	300351095232601.0	11.7	21.7	13.2	2.7	-7.8
-95.3671889	30.67030556	115.6533	304013095220102.0	10.8	114.1	97.2	86.7	76.2
-95.250175	29.65988889	-25.2984	293935095150002.0	10.2	2.4	-36.0	-46.5	-57.0
-95.3730556	29.95305556	19.556	295711095222301.0	10.2	13.4	8.1	-2.4	-12.9
-95.3816667	30.0075	26.2067	300026095225401.0	10.2	19.1	14.4	3.9	-6.6
-95.5066667	29.86416667	23.2562	295150095302401.0	10.2	17.2	11.6	1.1	-9.4
-95.5188889	29.8325	21.8664	294957095310801.0	10.2	15.7	10.3	-0.2	-10.7
-95.6255556	29.75083333	21.0312	294503095373201.0	10.2	16.0	9.4	-1.1	-11.6
-95.5161111	29.90694444	24.6096	295425095305801.0	10.1	22.4	12.5	2.0	-8.5
-95.4586111	29.85916667	19.7724	295133095273201.0	9.9	14.7	8.2	-2.3	-12.8
-95.7167306	30.5753611	97.6945	303431095430002.0	9.3	95.6	80.5	70.0	59.5
-95.4211111	30.00277778	26.7127	300010095251601.0	9.1	22.5	14.6	4.1	-6.4
-95.4833333	29.95555556	28.6695	295720095290001.0	8.7	23.4	16.5	6.0	-4.5
-95.6025	29.9325	35.2562	295557095360901.0	8.7	29.9	22.7	12.2	1.7
-95.6237222	29.79055556	18.60195	294726095372501.0	8.5	17.2	6.9	-3.6	-14.1
-95.4947222	29.87555556	21.2842	295232095294101.0	8.4	17.2	9.6	-0.9	-11.4
-95.6463611	29.76977778	19.808950000000003	294611095384702.0	8.2	18.0	8.0	-2.5	-13.0
-95.6463889	29.7696111	20.1107	294611095384701.0	8.2	18.0	8.4	-2.1	-12.6
-95.5347222	29.82194444	24.768	294919095320501.0	8.1	19.5	12.9	2.4	-8.1
-95.6008611	29.7901111	21.2659	294724095360300.0	7.6	20.2	9.4	-1.1	-11.6
-94.8952778	29.41638889	-2.13515	292458094534207.0	7.3	-5.7	-12.2	-22.7	-33.2
-95.0213889	29.5647222	1.08055	293352095011607.0	7.3	-4.9	-9.1	-19.6	-30.1
-95.4252778	29.84694444	21.528	295049095253101.0	7.2	18.0	9.8	-0.7	-11.2
-95.6455556	29.79038889	25.0911	294725095384400.0	6.1	23.6	12.9	2.4	-8.1
-94.9194444	30.0461111	22.75485	300246094551001.0	5.6	19.5	10.9	0.4	-10.1
-95.7167306	30.5753611	101.0488	303431095430001.0	4.3	100.6	83.5	73.0	62.5
